No;Kecamatan / Lokasi Kerja;Kota / Kabupaten;Tahun;Bulan;Tonase;Sampah Mudah Terurai;Kertas;Kayu;Kain;Plastik;Kulit / Karet;Logam;Kaca;B3 Domestik;Masker;Lain-Lain;Sort
2939;KEMAYORAN;Kota Jakarta Pusat;2024;Januari;4545,28;2266,73;783,61;144,54;40,91;1043,14;31,82;49,09;67,27;19,09;35,45;63,63;1
2940;KEMBANGAN;Kota Jakarta Barat;2024;Januari;6510,56;3246,82;1122,42;207,04;58,60;1494,17;45,57;70,31;96,36;27,34;50,78;91,15;1
2941;KEPULAUAN SERIBU;Kabupaten Kepulauan Seribu;2024;Januari;860,58;429,17;148,36;27,37;7,75;197,50;6,02;9,29;12,74;3,61;6,71;12,05;1
2942;KOJA;Kota Jakarta Timur;2024;Januari;3901,74;1945,80;672,66;124,08;35,12;895,45;27,31;42,14;57,75;16,39;30,43;54,62;1
2943;KRAMAT JATI;Kota Jakarta Timur;2024;Januari;5189,96;2588,23;894,75;165,04;46,71;1191,10;36,33;56,05;76,81;21,80;40,48;72,66;1
2944;MAKASAR;Kota Jakarta Selatan;2024;Januari;3457,36;1724,19;596,05;109,94;31,12;793,46;24,20;37,34;51,17;14,52;26,97;48,40;1
2945;MAMPANG PRAPATAN;Kota Jakarta Timur;2024;Januari;3393,18;1692,18;584,98;107,90;30,54;778,73;23,75;36,65;50,22;14,25;26,47;47,50;1
2946;MATRAMAN;Kota Jakarta Pusat;2024;Januari;2799,74;1396,23;482,68;89,03;25,20;642,54;19,60;30,24;41,44;11,76;21,84;39,20;1
2947;MENTENG;Kota Jakarta Utara;2024;Januari;2777,44;1385,11;478,83;88,32;25,00;637,42;19,44;30,00;41,11;11,67;21,66;38,88;1
2948;Pademangan;Kota Jakarta Barat;2024;Januari;3253,96;1622,75;560,98;103,48;29,29;746,78;22,78;35,14;48,16;13,67;25,38;45,56;1
2949;PALMERAH;Kota Jakarta Selatan;2024;Januari;3818,18;1904,13;658,25;121,42;34,36;876,27;26,73;41,24;56,51;16,04;29,78;53,45;1
2950;PANCORAN;Kota Jakarta Timur;2024;Januari;4775,7;2381,64;823,33;151,87;42,98;1096,02;33,43;51,58;70,68;20,06;37,25;66,86;1
2951;PASAR - CAKUNG;Kota Jakarta Pusat;2024;Januari;600,06;299,25;103,45;19,08;5,40;137,71;4,20;6,48;8,88;2,52;4,68;8,40;1
2952;PASAR - CEMPAKA PUTIH;Kota Jakarta Barat;2024;Januari;551,22;274,89;95,03;17,53;4,96;126,50;3,86;5,95;8,16;2,32;4,30;7,72;1
2953;PASAR - CENGKARENG;Kota Jakarta Selatan;2024;Januari;567,86;283,19;97,90;18,06;5,11;130,32;3,98;6,13;8,40;2,39;4,43;7,95;1
2954;PASAR - CILANDAK;Kota Jakarta Utara;2024;Januari;137,16;68,40;23,65;4,36;1,23;31,48;0,96;1,48;2,03;0,58;1,07;1,92;1
2955;PASAR - CILINCING;Kota Jakarta Timur;2024;Januari;78,68;39,24;13,56;2,50;0,71;18,06;0,55;0,85;1,16;0,33;0,61;1,10;1
2956;PASAR - CIRACAS;Kota Jakarta Timur;2024;Januari;77,26;38,53;13,32;2,46;0,70;17,73;0,54;0,83;1,14;0,32;0,60;1,08;1
2957;PASAR - DUREN SAWIT;Kota Jakarta Timur;2024;Januari;190,52;95,01;32,85;6,06;1,71;43,72;1,33;2,06;2,82;0,80;1,49;2,67;1
2958;PASAR - GAMBIR;Kota Jakarta Pusat;2024;Januari;152,3;75,95;26,26;4,84;1,37;34,95;1,07;1,64;2,25;0,64;1,19;2,13;1
2959;PASAR - GROGOL PETAMBURAN;Kota Jakarta Barat;2024;Januari;465,2;232,00;80,20;14,79;4,19;106,76;3,26;5,02;6,88;1,95;3,63;6,51;1
2960;PASAR - JAGAKARSA;Kota Jakarta Selatan;2024;Januari;264,64;131,98;45,62;8,42;2,38;60,73;1,85;2,86;3,92;1,11;2,06;3,70;1
2961;PASAR - JATINEGARA;Kota Jakarta Timur;2024;Januari;496,96;247,83;85,68;15,80;4,47;114,05;3,48;5,37;7,36;2,09;3,88;6,96;1
2962;PASAR - JOHAR BARU;Kota Jakarta Pusat;2024;Januari;74,58;37,19;12,86;2,37;0,67;17,12;0,52;0,81;1,10;0,31;0,58;1,04;1
2963;PASAR - KALIDERES;Kota Jakarta Barat;2024;Januari;44,32;22,10;7,64;1,41;0,40;10,17;0,31;0,48;0,66;0,19;0,35;0,62;1
2964;PASAR - KEBAYORAN BARU;Kota Jakarta Selatan;2024;Januari;280,06;139,67;48,28;8,91;2,52;64,27;1,96;3,02;4,14;1,18;2,18;3,92;1
2965;PASAR - KEBAYORAN LAMA;Kota Jakarta Selatan;2024;Januari;270,6;134,95;46,65;8,61;2,44;62,10;1,89;2,92;4,00;1,14;2,11;3,79;1
2966;PASAR - KEBON JERUK;Kota Jakarta Barat;2024;Januari;460,26;229,53;79,35;14,64;4,14;105,63;3,22;4,97;6,81;1,93;3,59;6,44;1
2967;PASAR - KELAPA GADING;Kota Jakarta Utara;2024;Januari;68,48;34,15;11,81;2,18;0,62;15,72;0,48;0,74;1,01;0,29;0,53;0,96;1
2968;PASAR - KEMAYORAN;Kota Jakarta Pusat;2024;Januari;754,54;376,29;130,08;23,99;6,79;173,17;5,28;8,15;11,17;3,17;5,89;10,56;1
2969;PASAR - KEMBANGAN;Kota Jakarta Barat;2024;Januari;298,98;149,10;51,54;9,51;2,69;68,62;2,09;3,23;4,42;1,26;2,33;4,19;1
2970;PASAR - KOJA;Kota Jakarta Utara;2024;Januari;403,98;201,46;69,65;12,85;3,64;92,71;2,83;4,36;5,98;1,70;3,15;5,66;1
2971;PASAR - KRAMAT JATI;Kota Jakarta Timur;2024;Januari;5339,58;2662,85;920,54;169,80;48,06;1225,43;37,38;57,67;79,03;22,43;41,65;74,75;1
2972;PASAR - MAMPANG PRAPATAN;Kota Jakarta Timur;2024;Januari;165,14;82,36;28,47;5,25;1,49;37,90;1,16;1,78;2,44;0,69;1,29;2,31;1
2973;PASAR - MATRAMAN;Kota Jakarta Selatan;2024;Januari;87,38;43,58;15,06;2,78;0,79;20,05;0,61;0,94;1,29;0,37;0,68;1,22;1
2974;PASAR - PADEMANGAN;Kota jakarta Timur;2024;Januari;113,94;56,82;19,64;3,62;1,03;26,15;0,80;1,23;1,69;0,48;0,89;1,60;1
2975;PASAR - PALMERAH;Kota Jakarta Utara;2024;Januari;36,02;17,96;6,21;1,15;0,32;8,27;0,25;0,39;0,53;0,15;0,28;0,50;1
2976;PASAR - PASAR MINGGU;Kota Jakarta Barat;2024;Januari;248,42;123,89;42,83;7,90;2,24;57,01;1,74;2,68;3,68;1,04;1,94;3,48;1
2977;PASAR - PASAR REBO;Kota Jakarta Selatan;2024;Januari;101,6;50,67;17,52;3,23;0,91;23,32;0,71;1,10;1,50;0,43;0,79;1,42;1
2978;PASAR - PENJARINGAN;Kota Jakarta Timur;2024;Januari;326,88;163,02;56,35;10,39;2,94;75,02;2,29;3,53;4,84;1,37;2,55;4,58;1
2979;PASAR - PESANGGRAHAN;Kota Jakarta Utara;2024;Januari;70,06;34,94;12,08;2,23;0,63;16,08;0,49;0,76;1,04;0,29;0,55;0,98;1
2980;PASAR - PULOGADUNG;Kota Jakarta Selatan;2024;Januari;374,96;186,99;64,64;11,92;3,37;86,05;2,62;4,05;5,55;1,57;2,92;5,25;1
2981;PASAR - SAWAH BESAR;Kota Jakarta Timur;2024;Januari;231,7;115,55;39,95;7,37;2,09;53,18;1,62;2,50;3,43;0,97;1,81;3,24;1
2982;PASAR - SENEN;Kota Jakarta Pusat;2024;Januari;1034,2;515,76;178,30;32,89;9,31;237,35;7,24;11,17;15,31;4,34;8,07;14,48;1
2983;PASAR - SETIABUDI;Kota Jakarta Pusat;2024;Januari;204;101,73;35,17;6,49;1,84;46,82;1,43;2,20;3,02;0,86;1,59;2,86;1
2984;PASAR - TAMANSARI;Kota Jakarta Selatan;2024;Januari;667,62;332,94;115,10;21,23;6,01;153,22;4,67;7,21;9,88;2,80;5,21;9,35;1
2985;PASAR - TAMBORA;Kota Jakarta Barat;2024;Januari;406,58;202,76;70,09;12,93;3,66;93,31;2,85;4,39;6,02;1,71;3,17;5,69;1
2986;PASAR - TANAH ABANG;Kota Jakarta Barat;2024;Januari;857;427,39;147,75;27,25;7,71;196,68;6,00;9,26;12,68;3,60;6,68;12,00;1
2987;PASAR - TANJUNG PRIOK;Kota Jakarta Pusat;2024;Januari;333,16;166,15;57,44;10,59;3,00;76,46;2,33;3,60;4,93;1,40;2,60;4,66;1
2988;PASAR - TEBET;Kota Jakarta Pusat;2024;Januari;107,08;53,40;18,46;3,41;0,96;24,57;0,75;1,16;1,58;0,45;0,84;1,50;1
2989;PASAR MINGGU;Kota Jakarta Selatan;2024;Januari;7674,08;3827,06;1323,01;244,04;69,07;1761,20;53,72;82,88;113,58;32,23;59,86;107,44;1
2990;PASAR REBO;Kota Jakarta Selatan;2024;Januari;3914,28;1952,05;674,82;124,47;35,23;898,33;27,40;42,27;57,93;16,44;30,53;54,80;1
2991;PENJARINGAN;Kota Jakarta Timur;2024;Januari;8642,42;4309,97;1489,95;274,83;77,78;1983,44;60,50;93,34;127,91;36,30;67,41;120,99;1
2992;PESANGGRAHAN;Kota Jakarta Utara;2024;Januari;5249,12;2617,74;904,95;166,92;47,24;1204,67;36,74;56,69;77,69;22,05;40,94;73,49;1
2993;PKLB3;Lembaga ;2024;Januari;4130,08;2059,67;712,03;131,34;37,17;947,85;28,91;44,60;61,13;17,35;32,21;57,82;1
2994;PULOGADUNG;Kota Jakarta Timur;2024;Januari;5416,84;2701,38;933,86;172,26;48,75;1243,16;37,92;58,50;80,17;22,75;42,25;75,84;1
2995;SAWAH BESAR;Kota Jakarta Pusat;2024;Januari;2237,16;1115,67;385,69;71,14;20,13;513,43;15,66;24,16;33,11;9,40;17,45;31,32;1
2996;SENEN;Kota Jakarta Pusat;2024;Januari;1655,14;825,42;285,35;52,63;14,90;379,85;11,59;17,88;24,50;6,95;12,91;23,17;1
2997;SETIABUDI;Kota Jakarta Selatan;2024;Januari;3302,26;1646,84;569,31;105,01;29,72;757,87;23,12;35,66;48,87;13,87;25,76;46,23;1
2998;TAMAN SARI;Kota Jakarta Barat;2024;Januari;3927,5;1958,64;677,10;124,89;35,35;901,36;27,49;42,42;58,13;16,50;30,63;54,99;1
2999;TAMBORA;Kota Jakarta Barat;2024;Januari;6524,6;3253,82;1124,84;207,48;58,72;1497,40;45,67;70,47;96,56;27,40;50,89;91,34;1
3000;TANAH ABANG;Kota Jakarta Pusat;2024;Januari;3531;1760,91;608,74;112,29;31,78;810,36;24,72;38,13;52,26;14,83;27,54;49,43;1
3001;TANJUNG PRIOK;Kota Jakarta Utara;2024;Januari;7874,44;3926,98;1357,55;250,41;70,87;1807,18;55,12;85,04;116,54;33,07;61,42;110,24;1
3002;TEBET;Kota Jakarta Selatan;2024;Januari;4263,2;2126,06;734,98;135,57;38,37;978,40;29,84;46,04;63,10;17,91;33,25;59,68;1
3003;UPK BADAN AIR;Lembaga ;2024;Januari;7989,82;3984,52;1377,44;254,08;71,91;1833,66;55,93;86,29;118,25;33,56;62,32;111,86;1
3004;B2B;Lembaga ;2024;Februari;7092,1;3536,83;1222,68;225,53;63,83;1627,64;49,64;76,59;104,96;29,79;55,32;99,29;2
3005;BIDANG PENGENDALIAN KEBERSIHAN;Lembaga ;2024;Februari;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2
3006;CAKUNG;Kota Jakarta Timur;2024;Februari;8870,12;4423,53;1529,21;282,07;79,83;2035,69;62,09;95,80;131,28;37,25;69,19;124,18;2
3007;CEMPAKA PUTIH;Kota Jakarta Pusat;2024;Februari;1265,48;631,09;218,17;40,24;11,39;290,43;8,86;13,67;18,73;5,32;9,87;17,72;2
3008;CENGKARENG;Kota Jakarta Barat;2024;Februari;8532,6;4255,21;1471,02;271,34;76,79;1958,23;59,73;92,15;126,28;35,84;66,55;119,46;2
3009;CILANDAK;Kota Jakarta Selatan;2024;Februari;3832,82;1911,43;660,78;121,88;34,50;879,63;26,83;41,39;56,73;16,10;29,90;53,66;2
3010;CILINCING;Kota Jakarta Utara;2024;Februari;6119,52;3051,80;1055,01;194,60;55,08;1404,43;42,84;66,09;90,57;25,70;47,73;85,67;2
3011;CIPAYUNG;Kota Jakarta Timur;2024;Februari;4099,96;2044,65;706,83;130,38;36,90;940,94;28,70;44,28;60,68;17,22;31,98;57,40;2
3012;CIRACAS;Kota Jakarta Timur;2024;Februari;4277,54;2133,21;737,45;136,03;38,50;981,70;29,94;46,20;63,31;17,97;33,36;59,89;2
3013;DINAS KEHUTANAN;Lembaga ;2024;Februari;144,5;72,06;24,91;4,60;1,30;33,16;1,01;1,56;2,14;0,61;1,13;2,02;2
3014;DUREN SAWIT;Kota Jakarta Timur;2024;Februari;7088,52;3535,04;1222,06;225,41;63,80;1626,82;49,62;76,56;104,91;29,77;55,29;99,24;2
3015;GAMBIR;Kota Jakarta Pusat;2024;Februari;2172,84;1083,60;374,60;69,10;19,56;498,67;15,21;23,47;32,16;9,13;16,95;30,42;2
3016;GROGOL PETAMBURAN;Kota Jakarta Barat;2024;Februari;5118,5;2552,60;882,43;162,77;46,07;1174,70;35,83;55,28;75,75;21,50;39,92;71,66;2
3017;JAGAKARSA;Kota Jakarta Selatan;2024;Februari;5303,6;2644,91;914,34;168,65;47,73;1217,18;37,13;57,28;78,49;22,28;41,37;74,25;2
3018;JATINEGARA;Kota Jakarta Timur;2024;Februari;5046,48;2516,68;870,01;160,48;45,42;1158,17;35,33;54,50;74,69;21,20;39,36;70,65;2
3019;JOHAR BARU;Kota Jakarta Pusat;2024;Februari;1589,92;792,89;274,10;50,56;14,31;364,89;11,13;17,17;23,53;6,68;12,40;22,26;2
3020;KALIDERES;Kota Jakarta Barat;2024;Februari;7749,14;3864,50;1335,95;246,42;69,74;1778,43;54,24;83,69;114,69;32,55;60,44;108,49;2
3021;KEBAYORAN BARU;Kota Jakarta Selatan;2024;Februari;5595,46;2790,46;964,66;177,94;50,36;1284,16;39,17;60,43;82,81;23,50;43,64;78,34;2
3022;KEBAYORAN LAMA;Kota Jakarta Selatan;2024;Februari;6333,26;3158,40;1091,85;201,40;57,00;1453,48;44,33;68,40;93,73;26,60;49,40;88,67;2
3023;KEBON JERUK;Kota Jakarta Barat;2024;Februari;2894,4;1443,44;498,99;92,04;26,05;664,26;20,26;31,26;42,84;12,16;22,58;40,52;2
3024;KEHUTANAN JAKARTA BARAT;Kota Jakarta Barat;2024;Februari;281,8;140,53;48,58;8,96;2,54;64,67;1,97;3,04;4,17;1,18;2,20;3,95;2
3025;KEHUTANAN JAKARTA PUSAT;Kota Jakarta Pusat;2024;Februari;285,74;142,50;49,26;9,09;2,57;65,58;2,00;3,09;4,23;1,20;2,23;4,00;2
3026;KELAPA GADING;Kota Jakarta Utara;2024;Februari;4544,66;2266,42;783,50;144,52;40,90;1043,00;31,81;49,08;67,26;19,09;35,45;63,63;2
3027;KEMAYORAN;Kota Jakarta Pusat;2024;Februari;4288,58;2138,71;739,35;136,38;38,60;984,23;30,02;46,32;63,47;18,01;33,45;60,04;2
3028;KEMBANGAN;Kota Jakarta Barat;2024;Februari;6140,84;3062,44;1058,68;195,28;55,27;1409,32;42,99;66,32;90,88;25,79;47,90;85,97;2
3029;KEPULAUAN SERIBU;Kabupaten Kepulauan Seribu;2024;Februari;774,98;386,48;133,61;24,64;6,97;177,86;5,42;8,37;11,47;3,25;6,04;10,85;2
3030;KOJA;Kota Jakarta Timur;2024;Februari;3821,1;1905,58;658,76;121,51;34,39;876,94;26,75;41,27;56,55;16,05;29,80;53,50;2
3031;KRAMAT JATI;Kota Jakarta Timur;2024;Februari;4207,7;2098,38;725,41;133,80;37,87;965,67;29,45;45,44;62,27;17,67;32,82;58,91;2
3032;MAKASAR;Kota Jakarta Selatan;2024;Februari;3135,22;1563,53;540,51;99,70;28,22;719,53;21,95;33,86;46,40;13,17;24,45;43,89;2
3033;MAMPANG PRAPATAN;Kota Jakarta Timur;2024;Februari;3074,06;1533,03;529,97;97,76;27,67;705,50;21,52;33,20;45,50;12,91;23,98;43,04;2
3034;MATRAMAN;Kota Jakarta Pusat;2024;Februari;2722,62;1357,77;469,38;86,58;24,50;624,84;19,06;29,40;40,29;11,44;21,24;38,12;2
3035;MENTENG;Kota Jakarta Utara;2024;Februari;2655,42;1324,26;457,79;84,44;23,90;609,42;18,59;28,68;39,30;11,15;20,71;37,18;2
3036;Pademangan;Kota Jakarta Barat;2024;Februari;3189,66;1590,68;549,90;101,43;28,71;732,03;22,33;34,45;47,21;13,40;24,88;44,66;2
3037;PALMERAH;Kota Jakarta Selatan;2024;Februari;3702,44;1846,41;638,30;117,74;33,32;849,71;25,92;39,99;54,80;15,55;28,88;51,83;2
3038;PANCORAN;Kota Jakarta Timur;2024;Februari;4389;2188,79;756,66;139,57;39,50;1007,28;30,72;47,40;64,96;18,43;34,23;61,45;2
3039;PASAR - CAKUNG;Kota Jakarta Pusat;2024;Februari;504,18;251,43;86,92;16,03;4,54;115,71;3,53;5,45;7,46;2,12;3,93;7,06;2
3040;PASAR - CEMPAKA PUTIH;Kota Jakarta Barat;2024;Februari;476,36;237,56;82,12;15,15;4,29;109,32;3,33;5,14;7,05;2,00;3,72;6,67;2
3041;PASAR - CENGKARENG;Kota Jakarta Selatan;2024;Februari;571,68;285,10;98,56;18,18;5,15;131,20;4,00;6,17;8,46;2,40;4,46;8,00;2
3042;PASAR - CILANDAK;Kota Jakarta Utara;2024;Februari;117,34;58,52;20,23;3,73;1,06;26,93;0,82;1,27;1,74;0,49;0,92;1,64;2
3043;PASAR - CILINCING;Kota Jakarta Timur;2024;Februari;90,16;44,96;15,54;2,87;0,81;20,69;0,63;0,97;1,33;0,38;0,70;1,26;2
3044;PASAR - CIRACAS;Kota Jakarta Timur;2024;Februari;72,98;36,40;12,58;2,32;0,66;16,75;0,51;0,79;1,08;0,31;0,57;1,02;2
3045;PASAR - DUREN SAWIT;Kota Jakarta Timur;2024;Februari;167,34;83,45;28,85;5,32;1,51;38,40;1,17;1,81;2,48;0,70;1,31;2,34;2
3046;PASAR - GAMBIR;Kota Jakarta Pusat;2024;Februari;148,36;73,99;25,58;4,72;1,34;34,05;1,04;1,60;2,20;0,62;1,16;2,08;2
3047;PASAR - GROGOL PETAMBURAN;Kota Jakarta Barat;2024;Februari;475,2;236,98;81,92;15,11;4,28;109,06;3,33;5,13;7,03;2,00;3,71;6,65;2
3048;PASAR - JAGAKARSA;Kota Jakarta Selatan;2024;Februari;219,98;109,70;37,92;7,00;1,98;50,49;1,54;2,38;3,26;0,92;1,72;3,08;2
3049;PASAR - JATINEGARA;Kota Jakarta Timur;2024;Februari;300,04;149,63;51,73;9,54;2,70;68,86;2,10;3,24;4,44;1,26;2,34;4,20;2
3050;PASAR - JOHAR BARU;Kota Jakarta Pusat;2024;Februari;71,56;35,69;12,34;2,28;0,64;16,42;0,50;0,77;1,06;0,30;0,56;1,00;2
3051;PASAR - KALIDERES;Kota Jakarta Barat;2024;Februari;46,26;23,07;7,98;1,47;0,42;10,62;0,32;0,50;0,68;0,19;0,36;0,65;2
3052;PASAR - KEBAYORAN BARU;Kota Jakarta Selatan;2024;Februari;246,84;123,10;42,56;7,85;2,22;56,65;1,73;2,67;3,65;1,04;1,93;3,46;2
3053;PASAR - KEBAYORAN LAMA;Kota Jakarta Selatan;2024;Februari;70,78;35,30;12,20;2,25;0,64;16,24;0,50;0,76;1,05;0,30;0,55;0,99;2
3054;PASAR - KEBON JERUK;Kota Jakarta Barat;2024;Februari;538,66;268,63;92,86;17,13;4,85;123,62;3,77;5,82;7,97;2,26;4,20;7,54;2
3055;PASAR - KELAPA GADING;Kota Jakarta Utara;2024;Februari;52,04;25,95;8,97;1,65;0,47;11,94;0,36;0,56;0,77;0,22;0,41;0,73;2
3056;PASAR - KEMAYORAN;Kota Jakarta Pusat;2024;Februari;864,32;431,04;149,01;27,49;7,78;198,36;6,05;9,33;12,79;3,63;6,74;12,10;2
3057;PASAR - KEMBANGAN;Kota Jakarta Barat;2024;Februari;321,98;160,57;55,51;10,24;2,90;73,89;2,25;3,48;4,77;1,35;2,51;4,51;2
3058;PASAR - KOJA;Kota Jakarta Utara;2024;Februari;391,78;195,38;67,54;12,46;3,53;89,91;2,74;4,23;5,80;1,65;3,06;5,48;2
3059;PASAR - KRAMAT JATI;Kota Jakarta Timur;2024;Februari;4772,56;2380,08;822,79;151,77;42,95;1095,30;33,41;51,54;70,63;20,04;37,23;66,82;2
3060;PASAR - MAMPANG PRAPATAN;Kota Jakarta Timur;2024;Februari;143,28;71,45;24,70;4,56;1,29;32,88;1,00;1,55;2,12;0,60;1,12;2,01;2
3061;PASAR - MATRAMAN;Kota Jakarta Selatan;2024;Februari;69,44;34,63;11,97;2,21;0,62;15,94;0,49;0,75;1,03;0,29;0,54;0,97;2
3062;PASAR - PADEMANGAN;Kota jakarta Timur;2024;Februari;117,6;58,65;20,27;3,74;1,06;26,99;0,82;1,27;1,74;0,49;0,92;1,65;2
3063;PASAR - PALMERAH;Kota Jakarta Utara;2024;Februari;34,74;17,32;5,99;1,10;0,31;7,97;0,24;0,38;0,51;0,15;0,27;0,49;2
3064;PASAR - PASAR MINGGU;Kota Jakarta Barat;2024;Februari;215,36;107,40;37,13;6,85;1,94;49,43;1,51;2,33;3,19;0,90;1,68;3,02;2
3065;PASAR - PASAR REBO;Kota Jakarta Selatan;2024;Februari;73,86;36,83;12,73;2,35;0,66;16,95;0,52;0,80;1,09;0,31;0,58;1,03;2
3066;PASAR - PENJARINGAN;Kota Jakarta Timur;2024;Februari;294,28;146,76;50,73;9,36;2,65;67,54;2,06;3,18;4,36;1,24;2,30;4,12;2
3067;PASAR - PESANGGRAHAN;Kota Jakarta Utara;2024;Februari;62,64;31,24;10,80;1,99;0,56;14,38;0,44;0,68;0,93;0,26;0,49;0,88;2
3068;PASAR - PULOGADUNG;Kota Jakarta Selatan;2024;Februari;321,38;160,27;55,41;10,22;2,89;73,76;2,25;3,47;4,76;1,35;2,51;4,50;2
3069;PASAR - SAWAH BESAR;Kota Jakarta Timur;2024;Februari;217,64;108,54;37,52;6,92;1,96;49,95;1,52;2,35;3,22;0,91;1,70;3,05;2
3070;PASAR - SENEN;Kota Jakarta Pusat;2024;Februari;964,28;480,89;166,24;30,66;8,68;221,30;6,75;10,41;14,27;4,05;7,52;13,50;2
3071;PASAR - SETIABUDI;Kota Jakarta Pusat;2024;Februari;189,1;94,30;32,60;6,01;1,70;43,40;1,32;2,04;2,80;0,79;1,47;2,65;2
3072;PASAR - TAMANSARI;Kota Jakarta Selatan;2024;Februari;652,32;325,31;112,46;20,74;5,87;149,71;4,57;7,05;9,65;2,74;5,09;9,13;2
3073;PASAR - TAMBORA;Kota Jakarta Barat;2024;Februari;347,12;173,11;59,84;11,04;3,12;79,66;2,43;3,75;5,14;1,46;2,71;4,86;2
3074;PASAR - TANAH ABANG;Kota Jakarta Barat;2024;Februari;733,68;365,89;126,49;23,33;6,60;168,38;5,14;7,92;10,86;3,08;5,72;10,27;2
3075;PASAR - TANJUNG PRIOK;Kota Jakarta Pusat;2024;Februari;327,08;163,11;56,39;10,40;2,94;75,06;2,29;3,53;4,84;1,37;2,55;4,58;2
3076;PASAR - TEBET;Kota Jakarta Pusat;2024;Februari;100,3;50,02;17,29;3,19;0,90;23,02;0,70;1,08;1,48;0,42;0,78;1,40;2
3077;PASAR MINGGU;Kota Jakarta Selatan;2024;Februari;6925,34;3453,67;1193,93;220,23;62,33;1589,37;48,48;74,79;102,50;29,09;54,02;96,95;2
3078;PASAR REBO;Kota Jakarta Selatan;2024;Februari;3633,3;1811,93;626,38;115,54;32,70;833,84;25,43;39,24;53,77;15,26;28,34;50,87;2
3079;PENJARINGAN;Kota Jakarta Timur;2024;Februari;7972,14;3975,71;1374,40;253,51;71,75;1829,61;55,80;86,10;117,99;33,48;62,18;111,61;2
3080;PESANGGRAHAN;Kota Jakarta Utara;2024;Februari;4721,5;2354,61;813,99;150,14;42,49;1083,58;33,05;50,99;69,88;19,83;36,83;66,10;2
3081;PKLB3;Lembaga ;2024;Februari;4275,14;2132,01;737,03;135,95;38,48;981,14;29,93;46,17;63,27;17,96;33,35;59,85;2
3082;PULOGADUNG;Kota Jakarta Timur;2024;Februari;5273,24;2629,76;909,11;167,69;47,46;1210,21;36,91;56,95;78,04;22,15;41,13;73,83;2
3083;SAWAH BESAR;Kota Jakarta Pusat;2024;Februari;2010,26;1002,52;346,57;63,93;18,09;461,35;14,07;21,71;29,75;8,44;15,68;28,14;2
3084;SENEN;Kota Jakarta Pusat;2024;Februari;1539,78;767,89;265,46;48,97;13,86;353,38;10,78;16,63;22,79;6,47;12,01;21,56;2
3085;SETIABUDI;Kota Jakarta Selatan;2024;Februari;3058;1525,02;527,20;97,24;27,52;701,81;21,41;33,03;45,26;12,84;23,85;42,81;2
3086;TAMAN SARI;Kota Jakarta Barat;2024;Februari;3781,48;1885,82;651,93;120,25;34,03;867,85;26,47;40,84;55,97;15,88;29,50;52,94;2
3087;TAMBORA;Kota Jakarta Barat;2024;Februari;6484,06;3233,60;1117,85;206,19;58,36;1488,09;45,39;70,03;95,96;27,23;50,58;90,78;2
3088;TANAH ABANG;Kota Jakarta Pusat;2024;Februari;3311,1;1651,25;570,83;105,29;29,80;759,90;23,18;35,76;49,00;13,91;25,83;46,36;2
3089;TANJUNG PRIOK;Kota Jakarta Utara;2024;Februari;8110,68;4044,80;1398,28;257,92;73,00;1861,40;56,77;87,60;120,04;34,06;63,26;113,55;2
3090;TEBET;Kota Jakarta Selatan;2024;Februari;4049,74;2019,61;698,18;128,78;36,45;929,42;28,35;43,74;59,94;17,01;31,59;56,70;2
3091;UPK BADAN AIR;Lembaga ;2024;Februari;7439,06;3709,86;1282,49;236,56;66,95;1707,26;52,07;80,34;110,10;31,24;58,02;104,15;2
3092;B2B;Lembaga ;2024;Maret;7195,96;3588,63;1240,58;228,83;64,76;1651,47;50,37;77,72;106,50;30,22;56,13;100,74;3
3093;BIDANG PENGENDALIAN KEBERSIHAN;Lembaga ;2024;Maret;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3
3094;CAKUNG;Kota Jakarta Timur;2024;Maret;9914,22;4944,22;1709,21;315,27;89,23;2275,31;69,40;107,07;146,73;41,64;77,33;138,80;3
3095;CEMPAKA PUTIH;Kota Jakarta Pusat;2024;Maret;1400,88;698,62;241,51;44,55;12,61;321,50;9,81;15,13;20,73;5,88;10,93;19,61;3
3096;CENGKARENG;Kota Jakarta Barat;2024;Maret;9424,02;4699,76;1624,70;299,68;84,82;2162,81;65,97;101,78;139,48;39,58;73,51;131,94;3
3097;CILANDAK;Kota Jakarta Selatan;2024;Maret;4215,7;2102,37;726,79;134,06;37,94;967,50;29,51;45,53;62,39;17,71;32,88;59,02;3
3098;CILINCING;Kota Jakarta Utara;2024;Maret;7119,24;3550,36;1227,36;226,39;64,07;1633,87;49,83;76,89;105,36;29,90;55,53;99,67;3
3099;CIPAYUNG;Kota Jakarta Timur;2024;Maret;4534,82;2261,51;781,80;144,21;40,81;1040,74;31,74;48,98;67,12;19,05;35,37;63,49;3
3100;CIRACAS;Kota Jakarta Timur;2024;Maret;4847,7;2417,55;835,74;154,16;43,63;1112,55;33,93;52,36;71,75;20,36;37,81;67,87;3
3101;DINAS KEHUTANAN;Lembaga ;2024;Maret;120,28;59,98;20,74;3,82;1,08;27,60;0,84;1,30;1,78;0,51;0,94;1,68;3
